region,year,GenDebt,GDPGrowth,GenSpend,Inflation,GovRevenue,PopGrowth,UrbanPopGrowth,Unemp,AgeDepRatio,HealthSpend,MiliSpend,EduSpend,Corruption
Hungary,2015,75.76,3.707315979,50.37970282,-0.06164468,48.37570616,-0.237855002,0.150141441,6.813,26.76830631,6.85,0.904722073,4.495399952,51
Hungary,2016,74.85,2.201001893,46.7976187,0.394769307,45.00076616,-0.295110605,0.099844437,5.115,27.49919723,6.99,1.002019904,4.615479946,48
Hungary,2017,72.11,4.271976016,46.71773883,2.348242812,44.25864888,-0.265860932,0.133177105,4.156,28.16201075,6.74,1.193552897,4.647570133,45
Hungary,2018,69.08,5.362348362,46.09561407,2.850247926,44.03905505,-0.126786952,0.279085902,3.709,28.84198502,6.58,1.006068448,4.623439789,46
Hungary,2019,65.33,4.864225735,46.08451509,3.338586354,44.03783687,-0.04525571,0.36454098,3.419,29.77020066,6.28,1.335242487,4.224880219,44
Hungary,2020,79.25,-4.487046048,51.4098318,3.326743858,43.84990082,-0.215067837,0.200015936,4.25,30.74240982,7.29,1.760069365,4.153570175,44
Iceland,2012,133.93,1.063636607,47.73214912,5.185899888,45.1075001,0.532100735,0.545808759,6,19.19925756,8.18,,7.582230091,82
Iceland,2013,121.96,4.55246032,45.96628879,3.872279237,44.71861476,0.9458859,0.9812125,5.376,19.7023028,8.18,,7.448689938,78
Iceland,2014,115.3,1.687215018,45.82737399,2.044614815,46.1223854,1.112504755,1.148908265,4.897,20.1861491,8.23,,7.641409874,79
Iceland,2015,97.32,4.436663719,43.47365123,1.633055582,43.07825526,1.041940387,1.077160783,3.979,20.6860455,8.07,,7.457970142,79
Iceland,2016,82.47,6.303687107,46.43726095,1.69692762,58.9865831,1.388081496,1.425397053,2.978,21.03238766,8.1,,7.432199955,78
Iceland,2017,71.74,4.194948829,44.40928114,1.760415592,45.3872297,2.345582676,2.385884023,2.742,21.11163233,8.26,,7.583859921,77
Iceland,2018,63.25,4.889172995,43.84832788,2.682917683,44.80337237,2.678142769,2.720893704,2.704,21.17092993,8.38,,7.563499928,76
Iceland,2019,66.53,1.861177943,43.57744291,3.013971792,41.9845676,2.198932258,2.243618728,3.507,21.39717875,8.58,,7.601299763,78
Iceland,2020,77.74,-6.940453095,51.10038147,2.847924015,42.20505086,1.623086251,1.668886086,5.478,21.83301972,9.61,,8.58382988,75
India,2012,67.98,5.456387552,27.36385502,9.478996914,19.81429534,1.374056166,2.512202205,3.222,7.897811816,3.33,2.618166348,4.084798336,36
India,2013,67.71,6.386106401,26.5999481,10.01787847,19.60032991,1.332704305,2.492419885,,7.988390362,3.75,2.54882489,3.844670057,36
India,2014,67.1,7.410227605,26.22044208,6.665656719,19.14937351,1.261290271,2.444773005,,8.132795602,3.62,2.543981765,3.898780346,38
India,2015,69.05,7.996253786,27.05897449,4.906973441,19.85389029,1.192855634,2.399113215,,8.334955312,3.6,2.457450061,4.114991665,38
India,2016,68.94,8.256305502,27.23284354,4.948216341,20.11283383,1.191629664,2.419680562,,8.55156038,3.5,2.543151521,4.256516457,40
India,2017,69.67,6.795383419,26.23166259,3.328173375,20.0044269,1.162396143,2.414246798,,8.781745219,2.94,2.531511361,4.306396961,40
India,2018,70.39,6.453851345,26.32766503,3.938826467,19.95184957,1.097299067,2.368941207,7.652,9.030742548,2.86,2.424284526,4.376932621,41
India,2019,75.04,3.871436941,26.84583755,3.729505735,19.15176483,1.040013951,2.330505202,6.51,9.296507729,2.95,2.545998231,3.897323608,41
India,2020,88.53,-5.777724707,31.01924623,6.623436776,18.15482745,0.973438647,2.281852367,7.859,9.543524042,3.34,2.807193874,4.040141582,40
Indonesia,2012,22.96,6.030050653,18.83580439,4.279499996,17.24934557,1.285838166,2.622843096,4.468,8.981641357,2.91427088,0.711549473,3.407480001,32
Indonesia,2013,24.88,5.557263689,19.08118867,6.412513302,16.86441738,1.240380016,2.555894881,4.336,9.01716935,2.86934805,0.918769839,3.359040022,32
Indonesia,2014,24.68,5.006668426,18.36475611,6.394925408,16.56021658,1.175360912,2.475694951,4.049,9.042918884,2.96433568,0.777855178,3.288009882,34
Indonesia,2015,27.01,4.8763223,17.60216184,6.363121131,14.87824028,1.122339818,2.40223068,4.514,9.083825716,2.92428517,0.882266734,3.583600044,36
Indonesia,2016,27.96,5.033069183,16.92049346,3.525805157,14.35953029,1.0744882,2.334499959,4.301,9.166316937,3.02147198,0.792220213,1.210234523,37
Indonesia,2017,29.4,5.069785901,16.44362275,3.80879807,14.17964706,1.022329398,2.255685661,3.783,9.283619597,2.90417194,0.865191376,1.053243876,37
Indonesia,2018,30.42,5.17429154,16.61110187,3.198346416,14.92104244,0.96974341,2.180843456,4.387,9.434812815,2.86757827,0.71892819,0.994436443,38
Indonesia,2019,30.56,5.01928768,16.3587914,3.03058665,14.26816725,0.935604959,2.121496033,3.59,9.619476488,2.87862897,0.728563744,0.964399099,40
Indonesia,2020,39.75,-2.065511829,18.42670038,1.920968006,12.35184105,0.849801187,2.014731684,4.255,9.781132376,3.42067289,0.886277729,1.015932202,37
Ireland,2012,119.86,-0.398959965,42.20940224,1.694741167,33.80691261,0.423743803,0.747174721,15.451,18.18824789,10.59787655,0.514158094,5.762350082,69
Ireland,2013,120.06,2.192175744,39.79158592,0.515099485,33.51383514,0.526556159,0.847317414,13.735,18.84528238,10.27730751,0.502326938,5.345789909,72
Ireland,2014,104.05,9.336033729,36.51143567,0.190916399,32.99812269,0.731001377,1.05070778,11.858,19.45463929,9.51343918,0.459917414,4.865119934,74
Ireland,2015,76.54,24.61556998,28.04317835,-0.330959783,26.07219385,0.944845307,1.261963534,9.908,19.99376613,7.33597517,0.341167624,3.74868989,75
Ireland,2016,74.39,1.22263861,27.48821532,0.020124774,26.72711672,1.128834064,1.446547047,8.374,20.46009915,7.46859169,0.335786648,3.746740103,73
Ireland,2017,67.42,10.04962854,25.26623537,0.362173038,24.96885169,1.088675561,1.422846879,6.713,20.91023939,7.12621927,0.306034627,3.490449905,74
Ireland,2018,62.87,7.544341908,24.76342776,0.471130714,24.8572862,1.238875453,1.59251568,5.741,21.35299176,6.49550152,0.2864635,3.37838006,73
Ireland,2019,57.07,5.040550288,23.9191036,0.937842961,24.27948031,1.367626954,1.738924175,4.95,21.79826473,6.7090106,0.278905402,3.296169996,74
Ireland,2020,58.06,7.157898831,26.73126534,-0.326183651,21.79013412,1.029110503,1.41948631,5.623,22.28789735,7.1091466,0.267555214,3.250819921,72
Israel,2012,67.11,2.540804593,39.51818581,1.679207194,35.04962494,1.846151321,1.92012572,6.762,16.81126084,6.98,5.64197274,5.58893013,60
Israel,2013,66.12,4.230599674,39.64784372,1.570255392,35.58018487,1.866052895,1.943221838,6.137,17.29835833,6.96,5.458969055,5.784150124,61
Israel,2014,64.92,3.885324239,38.21216163,0.479786761,35.91320925,1.919543799,1.998835119,5.789,17.70195119,7.05,5.647196801,5.704710007,60
Israel,2015,63.18,2.313510735,37.4962132,-0.601291007,36.27892159,1.981288976,2.062684956,5.176,18.13957674,7.02,5.436335947,5.797659874,61
Israel,2016,61.75,4.367283642,37.81474869,-0.551552353,36.02055442,1.960348962,2.043855169,4.723,18.61795222,7.1,5.434059981,5.799809933,64
Israel,2017,59.85,4.273421788,38.23112469,0.259414975,37.09476943,1.938725674,2.02540416,4.14,19.0719042,7.18,5.445523572,6.007719994,62
Israel,2018,60.13,4.074476006,39.07189153,0.79407566,35.51936364,1.926622865,2.015384411,3.917,19.47115565,7.23,5.304525825,6.062849998,61
Israel,2019,59.24,3.785141452,38.52635766,0.849783128,34.72744594,1.90898264,1.998758439,3.731,19.81245321,7.17,5.088474268,6.041470051,60
Israel,2020,70.94,-1.464605643,44.59519931,-0.614412358,33.91554489,1.763679392,1.85660693,4.169,20.11741688,7.71,5.29504519,6.478819847,60
Italy,2012,126.5,-3.125238795,50.49240645,3.041363332,47.49540541,0.26954124,0.61957915,10.655,32.28670729,8.78,1.426924977,4.056019783,42
Italy,2013,132.46,-1.818025061,50.91928387,1.219993423,48.02610559,1.159251117,1.587835187,12.149,32.94231673,8.78,1.399020419,4.143670082,43
Italy,2014,135.37,-0.00138764,50.73896414,0.24104743,47.89864237,0.917504096,1.341371299,12.683,33.65338098,8.87,1.282969654,4.061279774,43
Italy,2015,135.28,0.885667638,50.27262414,0.0387904,47.78464707,-0.096376133,0.325701454,11.896,34.27784951,8.86,1.208228326,4.073629856,44
Italy,2016,134.78,1.236221107,49.0118227,-0.094016657,46.57525328,-0.169884073,0.246127222,11.688,34.7850578,8.73,1.334835252,3.815789938,47
Italy,2017,134.16,1.603699946,48.81696354,1.226533166,46.27404852,-0.149861117,0.26299854,11.211,35.22084735,8.68,1.357370559,4.044939995,50
Italy,2018,134.44,0.826646697,48.36669397,1.137487636,46.12868895,-0.19006364,0.228197851,10.61,35.64791463,8.68,1.359290935,4.256140232,52
Italy,2019,134.15,0.429162534,48.45546202,0.611246944,46.97369887,-1.153028424,-0.730852392,9.952,36.172649,8.66,1.311509625,4.095270157,53
Italy,2020,154.93,-8.86822121,56.78378359,-0.137707574,47.40498871,-0.487095092,-0.059658081,9.164,36.64755913,9.63,1.738983981,4.441359997,53
Japan,2012,226.09,1.374750999,38.63802479,-0.04406451,30.44154489,-0.159710676,-0.073000997,4.358,39.35173338,10.67,0.956761842,3.419450045,74
Japan,2013,229.46,2.005100177,38.77819291,0.335037912,31.16681993,-0.144271883,-0.05873318,4.038,41.32187048,10.67,0.940538501,3.408750057,74
Japan,2014,233.29,0.296205514,38.38896277,2.759226714,32.77291099,-0.132694222,-0.047229106,3.589,43.13298871,10.73,0.957800922,3.415299892,76
Japan,2015,228.28,1.560626697,37.29522609,0.795279631,33.61743642,-0.106124994,-0.021827026,3.385,44.6983767,10.75,0.947283519,3.312210083,75
Japan,2016,232.43,0.753826746,37.22927611,-0.127258844,33.62966659,-0.051137415,0.031996198,3.132,46.03389257,10.66,0.929516816,3.146430016,72
Japan,2017,231.32,1.675331752,36.68607941,0.484199796,33.58726606,-0.081874296,0.003375441,2.822,47.08933638,10.66,0.913229492,3.130579948,73
Japan,2018,232.39,0.643391023,36.73870673,0.989094598,34.26729888,-0.126880068,-0.038428078,2.467,47.90992189,10.74,0.962497357,3.077820063,73
Japan,2019,236.43,-0.402169201,37.2936969,0.468776159,34.24905303,-0.140464978,-0.051001491,2.351,48.5194993,10.97,0.992231466,3.155339956,73
Japan,2020,258.61,-4.147118899,44.51671161,-0.024995834,35.46134078,-0.294194618,-0.202631223,2.809,49.12954,11,1.01744793,3.306289911,74
Latvia,2012,42.73,7.305240455,37.11190615,2.257789244,37.28692561,-1.240359153,-1.199087751,15.047,27.89004282,5.41,0.907662243,6.582709789,49
Latvia,2013,40.35,2.096091141,37.32892048,-0.029454778,36.76802285,-1.071034803,-1.029870124,11.867,28.46678024,5.41,0.938941958,6.996970177,53
Latvia,2014,41.6,2.094959596,37.79760865,0.620490637,36.11596248,-0.941743354,-0.901947953,10.846,29.1925929,5.46,0.943460036,5.281229973,55
Latvia,2015,37.06,3.78336529,37.39256931,0.174242244,35.87255154,-0.818626341,-0.777437304,9.873,29.87265597,5.65,1.037354277,5.282519817,56
Latvia,2016,40.38,2.551685854,36.12523558,0.140633335,35.62825279,-0.913885332,-0.853577171,9.643,30.50863204,6.13,1.450062283,4.65749979,57
Latvia,2017,38.98,3.398949378,36.47801675,2.930363124,35.65562054,-0.886215573,-0.806909777,8.715,31.11273171,5.97,1.59351134,4.366710186,58
Latvia,2018,36.99,4.309710888,38.05165521,2.534454242,37.31275284,-0.779138396,-0.680734207,7.412,31.57494277,6.19,2.061498113,4.243569851,58
Latvia,2019,36.54,0.675375257,37.69334501,2.811409201,37.31271452,-0.69523914,-0.57788598,6.312,32.06033179,6.61,2.021400078,4.43584013,56
Latvia,2020,42,-3.469229153,41.38845876,0.219064905,37.65383772,-0.701211571,-0.56499148,8.098,32.64199197,7.25,2.162111015,4.850590229,57
Lithuania,2012,39.7,4.382905596,,3.089982771,,-1.341201988,-1.157042514,13.365,27.10007414,6.28,0.76526581,4.758029938,54
Lithuania,2013,38.67,4.046914351,,1.047479371,,-1.012007368,-0.829714261,11.77,27.40222755,6.13,0.762907482,4.602330208,57
Lithuania,2014,40.53,3.772541315,,0.103758009,,-0.859827343,-0.677880112,10.698,27.84475379,6.19,0.879596258,4.486579895,58
Lithuania,2015,42.68,2.832808577,,-0.884097406,,-0.940753797,-0.759129788,9.12,28.38878519,6.49,1.137748174,4.227190018,59
Lithuania,2016,39.9,2.671920199,,0.905525075,,-1.270694533,-1.068634221,7.862,29.01813719,6.64,1.477505872,4.004310131,59
Lithuania,2017,39.34,4.612243146,,3.722888623,,-1.398322201,-1.175857292,7.073,29.73829943,6.48,1.712070468,3.812200069,59
Lithuania,2018,33.66,4.918369795,,2.697927792,,-0.954190459,-0.713094844,6.147,30.25185664,6.53,1.966374947,3.89289999,59
Lithuania,2019,35.82,4.677351558,,2.33450938,,-0.264704355,-0.004957782,6.255,30.53415244,6.99,1.995540754,3.964099884,60
Lithuania,2020,46.28,0.042814017,,1.19989445,,0.026766758,0.30781254,8.487,30.6913665,7.48,2.065238584,4.508590221,60
Luxembourg,2012,20.85,1.64990203,41.81398478,2.662841655,42.31778585,2.4015419,2.786510963,5.03,20.24905444,5.29,0.358937252,3.87816,80
Luxembourg,2013,22.4,3.171790499,41.23891931,1.734039635,42.07954471,2.311176253,2.674604786,6.045,20.30928961,5.24,0.358492376,4.686607838,80
Luxembourg,2014,21.85,2.623086016,40.61241946,0.628543985,41.9441103,2.356978705,2.702568634,6.044,20.43336488,5.23,0.366856826,3.855690002,82
Luxembourg,2015,21.12,2.269784484,40.36570162,0.474743161,41.66929861,2.359951181,2.687531351,6.796,20.50105347,5.08,0.415571528,3.767920017,85
Luxembourg,2016,19.59,4.978190437,40.04476223,0.290833333,41.93470336,2.155311988,2.466492964,6.669,20.52050739,5.07,0.378949157,4.466115952,81
Luxembourg,2017,21.8,1.317187663,41.27745458,1.730799591,42.64416663,2.430976418,2.725717863,5.523,20.58226804,5.14,0.495110917,3.48645997,82
Luxembourg,2018,20.91,1.219321919,42.29938857,1.528195243,45.27620873,1.928837514,2.208365157,5.589,20.67892765,5.28,0.500655643,3.66211009,81
Luxembourg,2019,22.36,2.915847915,43.10548361,1.743320757,45.32695835,1.96284492,2.228565739,5.592,20.81718743,5.47,0.54619838,3.736069918,80
Luxembourg,2020,24.61,-0.909829799,46.95920762,0.819957302,43.54003066,1.666358674,1.918069241,6.766,21.00396331,5.74,0.578077082,3.853499889,80
Mexico,2012,40.82,3.55321076,26.99965748,4.111509811,23.43369934,1.357163279,1.732844637,4.892,9.711578528,5.66522074,0.455502058,4.883480072,34
Mexico,2013,44.07,0.852101559,26.66851028,3.806390697,23.10944834,1.29730808,1.671583384,4.921,9.847992969,5.80923605,0.48764287,4.508580208,34
Mexico,2014,47.09,2.503763503,26.94941656,4.018616081,22.57812151,1.21002703,1.582905409,4.819,10.00055749,5.55340958,0.495321042,5.068089962,35
Mexico,2015,50.97,2.702323426,26.55737474,2.72064065,22.69858416,1.069563762,1.438535735,4.311,10.17394291,5.72277355,0.450742819,5.050879955,31
Mexico,2016,55,1.772493238,26.52252098,2.821707847,23.841112,0.969124205,1.336739509,3.853,10.36540821,5.55345821,0.480046272,4.757959843,30
Mexico,2017,52.52,1.871728533,25.01818029,6.04145724,23.98413209,0.935239396,1.299003934,3.419,10.57553807,5.45759058,0.424849159,4.397520065,29
Mexico,2018,52.2,1.972082102,24.9697363,4.899350154,22.83115016,0.946602355,1.307800554,3.275,10.80699639,5.38345814,0.464611537,4.139450073,28
Mexico,2019,51.86,-0.392690522,25.24183707,3.635961421,22.9777526,0.95014433,1.308799309,3.477,11.05970764,5.44796371,0.508905926,4.320024967,29
Mexico,2020,58.51,-8.354034557,27.78859518,3.396834156,23.49761133,0.820454118,1.176589089,4.441,11.25224955,6.22204065,0.717897861,4.500599861,31
Netherlands,2012,66.22,-0.977877009,47.64247256,2.455547653,43.80552753,0.370055035,1.1736074,5.821,24.61554604,10.54,1.235408888,5.410220146,84
Netherlands,2013,67.68,-0.030232452,47.54217081,2.506898527,44.68115156,0.294820793,0.968708647,7.241,25.56145953,10.58,1.166151624,5.52655983,83
Netherlands,2014,67.87,1.612610074,46.73937229,0.97603508,44.49764009,0.359828173,0.922227878,7.419,26.37831039,10.57,1.159687891,5.458899975,83
Netherlands,2015,64.65,2.120605224,45.251761,0.600248147,43.47337934,0.443220089,0.9802962,6.872,27.06603991,10.32,1.132711505,5.34815979,84
Netherlands,2016,61.9,2.424285765,43.91696463,0.316666667,44.14399278,0.53217888,1.043217191,6.007,27.6296531,10.06,1.163626918,5.479599953,83
Netherlands,2017,56.95,2.781546099,42.75877959,1.381458714,44.07513508,0.591203366,1.077686106,4.837,28.18002892,10.11,1.156803668,5.17509985,82
Netherlands,2018,52.44,2.258740396,42.44309153,1.703497947,43.91691319,0.583933409,1.036375039,3.832,28.73771371,10.02,1.216674182,5.357649803,82
Netherlands,2019,48.55,2.300091595,42.09832399,2.633699102,43.88014949,0.655071575,1.076084067,3.379,29.26693509,10.14,1.318360996,5.159860134,82
Netherlands,2020,54.67,-3.867953393,47.81318933,1.272460378,44.20530998,0.55554079,0.946610707,3.82,29.79599915,11.21,1.441263983,5.423810005,82
New Zealand,2012,35.73,2.289462967,39.78354698,1.059913184,37.58822058,0.548220797,0.619042484,6.931,20.84691645,9.65163612,1.116346363,6.530853271,90
New Zealand,2013,34.58,2.76017959,38.63554647,1.134422664,37.3473003,0.768347998,0.837960847,5.839,21.51039196,9.36019325,1.043882168,5.888559818,91
New Zealand,2014,34.18,3.754319415,37.6839418,1.227507506,37.34812478,1.661012001,1.730568118,5.428,21.94954659,9.40168381,0.998051493,5.808539867,91
New Zealand,2015,34.21,3.734035773,37.22343793,0.292704628,37.58861305,2.036033909,2.105557973,5.415,22.19947581,9.28344345,0.988413614,5.707349777,91
New Zealand,2016,33.37,3.748311452,36.45034304,0.646240284,37.42867319,2.2460321,2.314333999,5.147,22.40640828,9.24379444,1.035225705,5.505599976,90
New Zealand,2017,31.14,3.397282504,35.62007994,1.850787675,36.97805938,2.088722723,2.165083237,4.736,22.63854271,8.96694851,1.052041155,5.28000021,89
New Zealand,2018,28.1,3.49949703,36.10402148,1.598297038,37.37486611,1.791240168,1.8744789,4.335,22.94387181,9.0351162,1.105032091,5.193089962,87
New Zealand,2019,31.84,2.361962178,38.83484212,1.619631902,36.3357962,1.591158896,1.680101108,4.109,23.34973857,9.49310207,1.293162197,5.177979946,87
New Zealand,2020,43.34,-0.424906458,42.06588909,1.7145617,37.7375318,2.204788696,2.301713163,4.595,23.89941833,10.07205391,1.340842127,5.651490211,88
Norway,2012,30.91,2.717959267,42.40036231,0.696864111,56.07990123,1.313440989,1.839399766,3.129,23.51544882,8.72,1.393189996,7.327660084,85
Norway,2013,31.43,1.016190824,43.45441514,2.120486204,54.06281196,1.209141589,1.723625203,3.425,23.93212132,8.87,1.405252181,7.439060211,86
Norway,2014,29.66,2.048131999,45.22535903,2.041702867,53.79734244,1.127736677,1.632151565,3.486,24.34532118,9.28,1.462279428,7.644030094,86
Norway,2015,34.33,1.857339726,48.20318812,2.171136654,54.19066553,0.995084737,1.48833778,4.296,24.75465472,10.07,1.498123273,7.523349762,88
Norway,2016,37.91,1.164724235,50.40460072,3.55,54.44085192,0.880969815,1.36567886,4.68,25.17500355,10.53,1.617343836,7.984449863,85
Norway,2017,38.31,2.463746285,49.22295541,1.875100596,54.18039881,0.807673182,1.280246109,4.164,25.64488617,10.23,1.705153286,7.845980167,85
Norway,2018,39.41,0.828900664,47.69412335,2.764831345,55.50784702,0.660090844,1.119532812,3.801,26.17415134,9.96,1.715297375,7.595630169,84
Norway,2019,40.56,1.123777874,50.20297831,2.167730033,56.72547413,0.675061373,1.121488618,3.684,26.69253113,10.44,1.843735378,7.864560127,84
Norway,2020,46.11,-1.278171785,56.71002362,1.286584907,54.15052397,0.588757324,1.021155076,4.424,27.24863847,11.42,1.965983692,8.372819901,84
Poland,2012,54.78,1.511781676,43.43158628,3.560371517,39.61565503,-0.000239076,-0.207759737,10.031,19.8001401,6.27,1.81467677,4.861599922,58
Poland,2013,57.12,0.684240607,43.41498755,0.991982606,39.14685122,-0.060360017,-0.266658549,10.293,20.48004943,6.48,1.798449936,5.021240234,60
Poland,2014,51.39,3.920508624,42.90748365,0.053821313,39.23876378,-0.074846229,-0.283228118,8.971,21.25353857,6.43,1.91903676,4.966569901,61
Poland,2015,51.34,4.431767003,41.73671785,-0.874125874,39.13666979,-0.066641101,-0.273799474,7.475,22.11846699,6.4,2.14054583,4.817009926,63
Poland,2016,54.5,3.031177676,41.33414497,-0.664767331,38.93509023,-0.042985131,-0.209018845,6.141,23.07818323,6.59,1.949217707,4.659110069,62
Poland,2017,50.8,5.152457733,41.4190632,2.075935537,39.92663887,0.012480099,-0.108901258,4.867,24.09875891,6.58,1.901659981,4.574649811,60
Poland,2018,48.71,6.245858472,41.4470071,1.812951565,41.19747577,-0.000200133,-0.078428035,3.835,25.14092859,6.31,2.04480025,4.605060101,60
Poland,2019,45.71,4.580458173,41.87587651,2.227478809,41.13259222,-0.024427107,-0.059398855,3.267,26.19906998,6.46,1.97509539,4.67881012,58
Poland,2020,57.18,-2.035568824,48.24740994,3.374469726,41.3128602,-0.175062058,-0.165065973,3.155,27.20855695,6.5,2.287485156,4.852650166,56
Portugal,2012,129.04,-4.050902619,48.88885984,2.773338541,42.70901913,-0.405421788,0.564237548,15.531,29.15529478,9.65,1.405859949,4.949409962,63
Portugal,2013,131.43,-0.984106758,49.92149206,0.274416667,44.81692135,-0.548815211,0.400319683,16.188,29.92276292,9.4,1.441121063,5.270969868,62
Portugal,2014,132.94,0.741391471,51.68825226,-0.278153367,44.37923026,-0.539190467,0.3930561,13.897,30.78834426,9.34,1.307686642,5.124000072,63
Portugal,2015,131.18,1.589798289,48.14512512,0.487938624,43.79884171,-0.414141102,0.500060471,12.447,31.59098196,9.32,1.326558396,4.885540009,64
Portugal,2016,131.51,2.004141094,44.83671493,0.607397075,42.90170293,-0.315459017,0.581102101,11.068,32.40395934,9.39,1.541102961,4.770905972,62
Portugal,2017,126.14,3.314720782,45.36806107,1.368614116,42.41205917,-0.24388941,0.635424721,8.869,33.25929216,9.31,1.237067882,5.015610218,63
Portugal,2018,121.48,2.946282416,43.24036646,0.993715683,42.89136298,-0.160104021,0.700805447,6.994,34.08295583,9.41,1.340259639,4.675159931,64
Portugal,2019,116.61,2.745684716,42.44176202,0.33817841,42.52431374,0.023733495,0.868176935,6.464,34.94189934,9.51,1.374696314,4.630020142,62
Portugal,2020,134.9,-8.204632063,49.23475543,-0.01243833,43.40735961,0.105114125,0.931922018,6.801,35.83518431,10.55,1.429790701,4.876560211,61
Romania,2012,36.16,1.903616968,33.46722602,3.334922677,31.08231591,-0.445177936,-0.419233409,6.794,23.92551678,4.51,1.173925228,2.823220015,44
Romania,2013,39.26,0.278771877,34.16865566,3.984712355,31.72931917,-0.371323063,-0.439904419,7.096,24.2588844,5.22,1.292230767,3.068000078,43
Romania,2014,40.48,4.116001093,33.75454334,1.068309877,31.77228317,-0.374575498,-0.443190037,6.802,24.86273809,5.03,1.347663784,3.125080109,43
Romania,2015,39.35,3.157036054,34.16299334,-0.594156437,32.81623847,-0.470052228,-0.494176791,6.812,25.63498435,4.94,1.450718244,3.106950045,46
Romania,2016,39.55,2.859932523,31.81297043,-1.544796668,29.31640487,-0.573660845,-0.549538436,5.901,26.34207278,5.08,1.427704541,3.025599957,48
Romania,2017,37.11,8.195478266,31.01863626,1.339021211,28.1625001,-0.578007015,-0.511242828,4.927,27.03171589,5.19,1.733755102,3.118200064,48
Romania,2018,36.19,6.120930007,31.72929557,4.625484431,28.98996967,-0.587493307,-0.47260827,4.187,27.73487796,5.52,1.791444235,3.319180012,47
Romania,2019,36.63,3.92326385,33.31049557,3.827854326,28.75392517,-0.526814822,-0.367674303,3.912,28.46789072,5.71,1.835598714,3.566950083,44
Romania,2020,49.39,-3.674384409,38.18273902,2.631073112,28.61844157,-0.550759893,-0.347574151,5.035,29.30837396,6.23,2.009504298,3.589260101,44
Singapore,2012,106.72,4.435497594,,4.575602704,,2.45339033,2.45339033,3.72,9.871147568,3.32783675,3.10816619,3.070859909,87
Singapore,2013,98.18,4.817630991,,2.358604154,,1.619308099,1.619308099,3.86,10.37129484,3.68562651,3.038491149,2.85435009,86
Singapore,2014,97.75,3.935540277,,1.02514803,,1.298440178,1.298440178,3.74,10.9183949,3.87155652,3.047860385,2.924366713,84
Singapore,2015,102.24,2.976799316,,-0.522618167,,1.186376937,1.186376937,3.79,11.4891426,4.18069839,3.046712659,2.863093376,85
Singapore,2016,106.47,3.588643696,,-0.53226874,,1.297436099,1.297436099,4.08,12.10795692,4.38810682,3.095542713,2.8713305,84
Singapore,2017,107.77,4.512926318,,0.57626031,,0.08859547,0.08859547,4.2,12.83838728,4.36493397,2.971874808,2.756848097,84
Singapore,2018,109.37,3.517114185,,0.438620118,,0.469704299,0.469704299,,13.58214912,4.07545424,2.807933274,2.856600046,85
Singapore,2019,127.8,1.345058741,,0.565260569,,1.144283307,1.144283307,3.1,14.28822838,4.39938164,2.760175736,2.729510069,85
Singapore,2020,149.03,-3.869798934,,-0.181916667,,-0.311904961,-0.311904961,4.1,15.19526798,5.71281767,2.81188318,2.686990023,85
Slovakia,2012,51.73,1.569171156,41.10893262,3.606102635,36.7570863,0.170183855,-0.087416478,13.966,18.00414651,7.54,1.078082838,3.859009981,46
Slovakia,2013,54.69,0.703323635,42.47430624,1.40047369,39.59644422,0.107458009,-0.150800099,14.227,18.61320396,7.5,0.97861816,4.068950176,47
Slovakia,2014,53.49,2.707950624,43.25685682,-0.07616533,40.15278713,0.097045422,-0.161895078,11.537,19.295016,6.88,0.984879429,4.215899944,50
Slovakia,2015,51.68,5.17687951,45.56343064,-0.325219777,42.89838143,0.095033879,-0.110721648,11.492,20.0641245,6.76,1.109501869,4.578430176,51
Slovakia,2016,52.28,1.947819026,42.54576375,-0.520010196,39.97135305,0.12892233,-0.02521845,9.679,20.96690529,7.09,1.116098937,3.900789976,51
Slovakia,2017,51.46,2.874732255,39.4949557,1.311945882,38.51526755,0.155178996,0.052927459,8.142,21.94790635,6.76,1.104288837,3.932209969,50
Slovakia,2018,49.41,4.06212037,39.66956218,2.514037129,38.6587104,0.13850816,0.091966227,6.544,22.93015744,6.67,1.221700974,3.952909946,50
Slovakia,2019,47.98,2.275899182,40.5209378,2.664561334,39.3135846,0.135328073,0.140930441,5.761,23.9293582,6.92,1.704971445,4.273119926,50
Slovakia,2020,58.85,-2.585512529,44.73523696,1.936941267,39.38561535,0.085769476,0.143424102,6.719,24.87948664,7.13,1.922004789,4.764279842,49
Slovenia,2012,53.56,-2.915538603,50.00695728,2.59741386,45.80977136,0.210024306,0.634585791,8.841,24.40893801,8.72,1.166791234,5.620230198,61
Slovenia,2013,70.01,-0.823777238,57.7251653,1.769200859,46.4980453,0.135726229,0.556609215,10.103,25.11264544,8.74,1.046948256,5.405729771,57
Slovenia,2014,80.3,2.762831643,50.55579554,0.199343827,46.02947608,0.098351922,0.519395852,9.668,25.90029872,8.5,0.973739588,5.291699886,58
Slovenia,2015,82.59,2.393308724,49.49459525,-0.525552286,46.65726258,0.075190689,0.492566224,8.962,26.82991948,8.5,0.930119532,4.909530163,60
Slovenia,2016,78.52,3.034413954,46.90926994,-0.054999542,44.91017964,0.073197207,0.51660008,8,27.80815182,8.46,1.004287078,4.792669773,61
Slovenia,2017,74.15,5.17440454,44.6106204,1.429107433,44.66434411,0.065159039,0.532404309,6.565,28.79572282,8.18,0.981780638,4.780539989,61
