region,year,GenDebt,GDPGrowth,GenSpend,Inflation,GovRevenue,PopGrowth,UrbanPopGrowth,Unemp,AgeDepRatio,HealthSpend,MiliSpend,EduSpend,Corruption
Slovenia,2018,70.29,4.379081716,44.05860667,1.73860862,44.95495178,0.362584395,0.855189456,5.108,29.73414193,8.28,0.97785679,4.934559822,60
Slovenia,2019,65.36,3.505251668,43.78245927,1.630522608,44.46315658,0.696304046,1.210111177,4.446,30.5218125,8.5,1.05433161,4.891530037,60
Slovenia,2020,79.55,-4.084998153,51.79733283,-0.054856816,44.12061097,0.669754656,1.208242315,4.971,31.08012995,9.43,1.0585627,5.383739948,60
South Africa,2012,37.41,2.396232385,28.61868326,5.724657917,24.57920897,1.474794344,2.30960217,24.727,7.973278481,8.00428867,1.033522741,5.523230076,43
South Africa,2013,40.36,2.485468008,28.91008359,5.784469097,25.00588786,1.652651995,2.4727083,24.561,8.008967031,8.10322285,1.027794024,5.350719929,42
South Africa,2014,43.25,1.413826452,29.32105965,6.129837703,25.39472525,1.661445407,2.471722472,24.89,8.057455012,7.87136555,1.021893996,5.489779949,44
South Africa,2015,45.2,1.321862237,30.16409018,4.540642277,25.79009721,2.009888402,2.809027158,25.149,8.096291255,8.05304241,1.006928622,5.482850075,44
South Africa,2016,47.13,0.664552308,29.90856691,6.571396422,26.1835742,0.940521898,1.728730316,26.537,8.268265924,8.07959366,0.971046765,5.444240093,45
South Africa,2017,48.59,1.157946952,29.8599594,5.184246648,25.84412531,0.653837463,1.429809339,27.035,8.513379062,7.97711229,0.943568495,5.598670006,43
South Africa,2018,51.54,1.556783847,30.1522855,4.517165228,26.42002542,1.68236992,2.446339636,26.906,8.704046123,8.08820343,0.894757065,5.644010067,43
South Africa,2019,56.1,0.259935577,31.39381142,4.12024587,26.32170828,1.649574955,2.401767164,28.468,8.923439044,8.24418926,0.882430272,5.911580086,44
South Africa,2020,68.86,-6.168917715,34.61574375,3.210035975,24.99435925,1.622164314,2.364289028,29.217,9.133450174,8.57258797,0.955615163,6.170670033,44
South Korea,2012,35.04,2.402530992,18.82261415,2.187071044,20.4531998,0.525713661,0.437788266,2.812,16.00824318,6.0325017,2.499299881,4.6,56
South Korea,2013,37.69,3.164708636,19.01628078,1.301347545,19.80574537,0.455218622,0.367213427,2.747,16.5167482,6.15069818,2.503009023,4.64,55
South Korea,2014,39.71,3.202453795,18.84649769,1.274774464,19.41946608,0.628149861,0.540070703,3.082,17.0936824,6.40432453,2.529935781,4.73,55
South Korea,2015,40.78,2.809103268,18.79977665,0.706331772,19.29662403,0.527288497,0.437904533,3.546,17.67798041,6.58926058,2.494981365,4.45424,54
South Korea,2016,41.22,2.946881715,18.5068792,0.97168574,20.06997717,0.396851823,0.308612806,3.65,18.23530007,6.87049913,2.459577881,4.333099842,53
South Korea,2017,40.05,3.15963574,18.63745641,1.944332308,20.71409254,0.280968018,0.20860462,3.653,18.9764143,7.04742336,2.421489001,4.328239918,54
South Korea,2018,40.02,2.907403774,19.27812141,1.47583935,21.70221786,0.433519028,0.379518534,3.824,19.84580405,7.49119806,2.496843576,4.458079815,57
South Korea,2019,42.12,2.24397786,21.26797081,0.383000304,21.61860395,0.347874969,0.312269898,3.746,20.76974704,8.17479515,2.671299217,4.684659958,59
South Korea,2020,48.7,-0.709415359,23.65994182,0.537288023,21.55458826,0.137869266,0.118218403,3.931,21.95596667,8.3497715,2.803321622,4.801720142,61
Spain,2012,89.98,-2.865113673,49.23839052,2.446127824,37.74185203,0.064925963,0.35558183,24.789,25.86783927,9.15415382,1.4236304,4.481130123,65
Spain,2013,100.49,-1.427322192,46.16234356,1.408581092,38.67071872,-0.32766904,-0.035329486,26.094,26.61241381,9.06397724,1.272360404,4.349619865,59
Spain,2014,105.06,1.520485923,45.05639834,-0.151114838,38.98324172,-0.298951059,-0.004941594,24.441,27.37261762,9.08488464,1.253912424,4.301509857,60
Spain,2015,103.3,4.060866697,43.68280361,-0.50036571,38.4179367,-0.077588862,0.219325483,22.057,27.89850923,9.12207508,1.27023204,4.284570217,58
Spain,2016,102.75,2.915156028,42.13908334,-0.202598,37.8742207,0.08443015,0.382971719,19.635,28.30056059,8.94727325,1.137135909,4.225440025,58
Spain,2017,101.8,2.896042081,41.0474486,1.956076334,37.95110186,0.234587923,0.534737453,17.224,28.69586819,8.94491291,1.23002911,4.205520153,57
Spain,2018,100.42,2.395411204,41.52222761,1.674981369,38.94657652,0.437982994,0.738481167,15.255,29.03639421,8.99686718,1.254333772,4.179490089,58
Spain,2019,98.22,1.961178532,42.00748179,0.699518994,38.96722528,0.717715637,1.021035078,14.105,29.29123531,9.1456852,1.232704918,4.230219841,62
Spain,2020,120.27,-10.94007066,51.43143815,-0.322753017,41.40685468,0.488502132,0.792144592,15.532,29.52801436,10.74565983,1.366645517,4.895400047,62
Sweden,2012,37.5,-0.414465721,50.16184671,0.888377507,49.01468971,0.739763272,1.117727362,7.976,29.54390168,10.74,1.130110289,7.536970139,88
Sweden,2013,40.16,1.137716498,50.85863473,-0.04429297,49.36091883,0.847348652,1.215745795,8.052,30.23055969,10.9,1.112520539,7.611209869,89
Sweden,2014,44.87,2.295763809,50.05597067,-0.179638494,48.49111294,0.992219729,1.353460114,7.954,30.83058072,10.95,1.126447318,7.573729992,87
Sweden,2015,43.74,4.410140676,48.73566342,-0.046784745,48.71912178,1.057454686,1.411616216,7.432,31.28794857,10.8,1.066502053,7.443900108,89
Sweden,2016,42.26,2.349740804,48.91172118,0.984269245,49.8929074,1.256453985,1.601319652,6.99,31.53674983,10.85,1.053016389,7.618619919,88
Sweden,2017,40.73,1.825156015,48.70687972,1.794499047,50.10376602,1.34744506,1.685372102,6.718,31.67180613,10.79,1.023179205,7.568830013,84
Sweden,2018,39.19,1.902964588,49.17613569,1.953535301,49.93447814,1.16164516,1.488150675,6.365,31.84280771,10.94,1.032246092,7.640840054,85
Sweden,2019,35.48,2.549647853,48.28641151,1.784150974,48.82584346,1.013722263,1.330044339,6.833,32.03759575,10.83,1.093409226,7.638510227,85
Sweden,2020,39.83,-2.005337504,51.23583493,0.497367319,48.42198074,0.722703913,1.028940022,8.291,32.24864746,11.33,1.146086424,7.925610065,85
Switzerland,2012,42.58,1.179253833,31.65014102,-0.692552018,31.88533059,1.061819329,1.091689113,4.491,25.5482655,10.14446354,0.66900171,4.898620129,86
Switzerland,2013,41.96,1.792144057,32.52987515,-0.217323155,32.09764001,1.149879758,1.178392145,4.747,25.92978622,10.37922478,0.712636242,4.913929939,85
Switzerland,2014,42.06,2.349881275,32.17352957,-0.013202539,31.92647326,1.220103973,1.249960832,4.826,26.27949762,10.42800808,0.634898338,4.930570126,86
Switzerland,2015,42.16,1.644627687,32.47618211,-1.143908672,33.02191279,1.138337152,1.168186391,4.801,26.60037579,10.77887917,0.651341083,4.99559021,86
Switzerland,2016,40.94,2.068689667,32.439739,-0.434618664,32.67801211,1.092031174,1.120513599,4.918,26.88906644,10.9900341,0.664750475,4.981639862,86
Switzerland,2017,41.76,1.362799557,32.43922623,0.53378784,33.56914348,0.933155889,0.962986439,4.797,27.21728587,11.0451622,0.665684557,5.017650127,85
Switzerland,2018,39.79,2.860445795,31.73900412,0.936335464,33.02888494,0.736633975,0.785417652,4.713,27.59860694,10.77226162,0.65287657,4.930089951,85
Switzerland,2019,39.64,1.141982325,31.96518802,0.36288618,33.30622812,0.713313668,0.783765812,4.394,27.99080178,11.06363678,0.696324325,5.014389992,85
Switzerland,2020,43.21,-2.141737207,36.99565815,-0.725874933,33.98154948,0.730676195,0.81999821,4.817,28.32705219,11.73206806,0.772558973,5.276760101,85
Turkey,2012,32.39,4.788492711,34.13411434,8.891569965,32.34757803,1.27471802,2.072623986,9.21,10.86716774,4.44,2.009447799,4.387219906,49
Turkey,2013,31.06,8.485816997,33.70165526,7.493090305,32.4901182,1.284414747,2.055325341,9.713,10.95313521,4.37,1.923959333,4.344810009,50
Turkey,2014,28.43,4.939715161,32.6196787,8.854572714,31.65279158,1.3490889,2.099050847,9.901,11.03415889,4.33,1.871966551,4.412580013,45
Turkey,2015,27.33,6.084486904,32.46893921,7.670853648,31.95654124,1.33411577,2.062196295,10.304,11.11874126,4.12,1.812848293,4.305500031,42
Turkey,2016,27.92,3.323084208,33.80021368,7.775134153,32.12142325,1.345425935,2.053404144,10.899,11.29735081,4.28,2.050324605,4.627739906,41
Turkey,2017,27.94,7.501997489,32.61051346,11.14431108,30.73277913,1.296755712,1.982343734,10.919,11.56143561,4.18,2.050065818,4.323689938,40
Turkey,2018,30.05,3.013170393,34.29376659,16.3324639,31.1595083,1.353602986,2.019884901,10.956,11.8938987,4.12,2.523695409,4.297299862,41
Turkey,2019,32.57,0.818514527,35.51471838,15.17682157,30.73272988,1.429696881,2.075703123,13.73,12.43897794,4.37,2.689859089,4.447760105,39
Turkey,2020,39.65,1.85987304,34.67381051,12.27895745,29.95265418,0.970386031,1.596480824,13.148,13.13074384,4.62,2.431400362,4.033820152,40
UK,2012,83.09,1.508998374,43.5572426,2.573234797,36.06171388,0.695353132,1.02214552,8.279,26.00822035,9.95296001,2.417817484,5.578874111,74
UK,2013,84.06,1.799921494,41.84485907,2.291666667,36.46313128,0.669740536,0.993032273,7.752,26.71180153,9.87251186,2.292320474,5.525300026,76
UK,2014,86.07,3.194637313,41.18734141,1.451120163,35.61132963,0.736463979,1.05628515,6.398,27.22787579,9.86246872,2.184485492,5.601349831,78
UK,2015,86.66,2.222888449,40.42686194,0.368046842,35.80524626,0.792367506,1.108747983,5.552,27.61482604,9.79776669,2.048908004,5.55452013,81
UK,2016,86.57,1.921710078,39.63422196,1.008417368,36.29572539,0.757874493,1.072051621,4.909,27.93576586,9.72899723,1.984490968,5.427959919,81
UK,2017,85.64,2.656504893,39.15692909,2.557755776,36.65241764,0.679374474,0.988958892,4.501,28.28127103,9.5958786,1.95002886,5.452569962,82
UK,2018,85.15,1.405190266,38.87234331,2.292839903,36.59896557,0.605929132,0.912161082,4.145,28.66233827,9.73079777,1.944555695,5.204370022,80
UK,2019,84.48,1.624475159,38.7343599,1.738104601,36.25293822,0.564131113,0.868230887,3.657,29.05855173,9.95761967,1.985253731,5.261159897,77
UK,2020,104.59,-10.29691887,49.9564057,0.989486704,36.8117021,0.365758264,0.665362493,4.518,29.33378105,12.15863419,2.162215913,5.439350128,77
USA,2012,103.04,2.289113388,37.22273047,2.069337265,29.10896121,0.733599941,0.949565508,8.069,19.93028135,16.11969566,4.46170997,6.253886223,73
USA,2013,104.54,2.117830099,35.78231913,1.464832656,31.22160696,0.692860277,0.914510414,7.375,20.48329548,15.99170876,4.023705604,6.22925806,73
USA,2014,104.54,2.523819814,35.3239371,1.622222977,31.29793206,0.73336152,0.959430782,6.168,21.00769848,16.19919777,3.678918174,6.129205704,74
USA,2015,105.13,2.945550455,35.03094835,0.118627136,31.50143755,0.736217309,0.966674782,5.28,21.51975601,16.49056816,3.464492926,4.930630207,76
USA,2016,107.16,1.819451475,35.33306745,1.261583206,30.97670288,0.724676067,0.958268061,4.869,22.03733472,16.80215836,3.402602462,4.783279896,74
USA,2017,106.21,2.457622303,35.19407407,2.130110004,30.39988069,0.632643995,0.87178526,4.355,22.5932964,16.76750183,3.297723571,5.092969894,75
USA,2018,107.44,2.966505069,35.34934361,2.442583297,30.01447727,0.526435396,0.76743743,3.896,23.19631741,16.62964439,3.304000619,4.895020008,71
USA,2019,108.75,2.58382533,35.81077508,1.812210075,30.0106755,0.455381286,0.701867775,3.669,23.84845026,16.66580582,3.412158459,4.95746994,69
USA,2020,133.5,-2.163029139,44.56805418,1.233584396,30.64625687,0.968999516,1.217299413,8.055,24.52407934,18.75621986,3.650513734,5.399980068,67
